handle,author_id,name,party,N_tweets,followers_count,following_count,tweet_count,created_at,congress,NG_score_mean,belief_share,truth_share,belief_share_2010_to_2013,truth_share_2010_to_2013,belief_share_2019_to_2022,truth_share_2019_to_2022,ideology_mean,followers_count_log,following_count_log
RepZoeLofgren,267938462,Rep. Zoe Lofgren,Democrat,3004,87971.0,218.0,3079.0,2011-03-17 21:06:21+00:00,117.0,94.83916083916084,0.0448008849557522,0.1332964601769911,0.0357142857142857,0.0959821428571428,0.0662650602409638,0.2088353413654618,0.2308376374217932,11.384762493693762,5.384495062789089
RepMoolenaar,2696643955,Rep. John Moolenaar,Republican,922,16143.0,355.0,935.0,2014-07-31 21:09:14+00:00,117.0,92.77777777777776,0.0252525252525252,0.0925925925925925,,,0.0365853658536585,0.1097560975609756,0.7356055757831559,9.689241798157529,5.872117789475416
jameslankford,27044466,James Lankford,Republican,2125,14356.0,2187.0,3276.0,2009-03-27 16:54:33+00:00,115.0,84.51607142857142,0.0600858369098712,0.1103617412630288,0.0654761904761904,0.115079365079365,0.081081081081081,0.1891891891891892,0.8791723077889273,9.571923252267498,7.690286020676768
Ann_Kirkpatrick,272004287,Ann Kirkpatrick,Democrat,1636,10481.0,1211.0,1698.0,2011-03-25 16:32:15+00:00,116.0,93.3463687150838,0.1041666666666666,0.1657196969696969,,,0.1270096463022508,0.180064308681672,0.4067623736509355,9.257319373170178,7.099201743553092
StaceyPlaskett,2724095695,Rep. Stacey Plaskett,Democrat,3257,270142.0,832.0,4844.0,2014-08-11 14:40:01+00:00,117.0,90.0,0.0702853166318719,0.1607515657620041,,,0.0702853166318719,0.1607515657620041,0.3157401166600005,12.506703025655868,6.723832440821209
JayObernolte,272482466,Rep. Jay Obernolte,Republican,1377,8007.0,844.0,1513.0,2011-03-26 16:11:17+00:00,117.0,94.25378787878788,0.0637880274779195,0.1501472031403336,,,0.07168458781362,0.2060931899641577,,8.988071438072634,6.738152494595957
SteveScaliseGOP,2746741969,Steve Scalise,Republican,779,52087.0,753.0,879.0,2014-08-19 21:15:51+00:00,116.0,88.2215909090909,0.0569948186528497,0.1727115716753022,,,0.0412371134020618,0.281786941580756,0.6428198644247718,10.860670676452575,6.6240652277998935
RepLeeZeldin,2750127259,Lee Zeldin,Republican,3441,353678.0,2154.0,5347.0,2014-08-20 19:25:47+00:00,117.0,84.2753807106599,0.1001628664495114,0.2284201954397394,,,0.1019438444924406,0.232829373650108,0.676514611280055,12.776142173654913,7.675081857716334
SessionsTX17,2756069574,Pete Sessions,Republican,512,1136.0,20.0,513.0,2014-08-22 19:04:04+00:00,117.0,87.45064377682404,0.0676229508196721,0.1352459016393442,,,0.0571428571428571,0.1714285714285714,0.9283149495774584,7.035268599281097,2.995732273553991
PatrickMcHenry,27676828,Patrick McHenry,Republican,3327,34889.0,3278.0,5929.0,2009-03-30 16:42:39+00:00,117.0,90.75052410901468,0.0327494287890327,0.1443259710586443,,,0.0460210930009587,0.1879194630872483,0.6394067740681162,10.459926872262475,8.094988759303774
tndesjarlais,27775884,Scott DesJarlais,Republican,344,1747.0,1024.0,522.0,2009-03-31 00:59:24+00:00,116.0,80.56,0.1360294117647058,0.1139705882352941,0.0886075949367088,0.0379746835443038,0.1751824817518248,0.1751824817518248,0.8103612010123091,7.465655310134056,6.931471805599453
HarleyRouda,27789237,Harley Rouda,Democrat,3208,76411.0,7979.0,8467.0,2009-03-31 02:12:52+00:00,116.0,92.6187350835322,0.1080684596577017,0.1530562347188264,,,0.0969030969030969,0.1548451548451548,0.3552752288783772,11.243881943848214,8.984568369308281
Schneider4IL10,278005891,Brad Schneider,Democrat,3244,19512.0,305.0,3795.0,2011-04-06 12:23:04+00:00,116.0,93.8108108108108,0.047739969527679,0.0777044184865413,0.0476947535771065,0.0763116057233704,0.1381215469613259,0.1712707182320442,0.4065828647245308,9.878784939895755,5.720311776607412
BenCardinforMD,278094476,Ben Cardin,Democrat,2422,8319.0,1736.0,2510.0,2011-04-06 16:02:24+00:00,116.0,94.70901639344262,0.0779334500875656,0.1234676007005254,0.0415913200723327,0.0687160940325497,0.0919540229885057,0.1896551724137931,0.2189522407096002,9.026297334283887,7.459338895220296
SenBlumenthal,278124059,Richard Blumenthal,Democrat,3609,728280.0,988.0,17688.0,2011-04-06 17:13:53+00:00,117.0,96.26009693053312,0.0770010131712259,0.1972306653157716,,,0.0770010131712259,0.1972306653157716,0.0918616427725459,13.498440868617902,6.895682697747868
MarshaBlackburn,278145569,Sen. Marsha Blackburn,Republican,4073,625439.0,2005.0,14785.0,2011-04-06 18:05:33+00:00,117.0,84.05381679389313,0.0556323427781617,0.1102280580511402,,,0.0556323427781617,0.1102280580511402,0.9147165467298536,13.34620908215111,7.60339933974067
RepWebster,281540744,Daniel Webster,Republican,3358,26875.0,314.0,4147.0,2011-04-13 13:47:05+00:00,117.0,88.04587155963303,0.018651362984218,0.0760401721664275,0.0210016155088853,0.0597738287560581,0.0357815442561205,0.1450094161958568,0.7000209525264198,10.198951765429964,5.749392985908253
kevincramer,28267055,Kevin Cramer,Republican,1639,7911.0,138.0,1871.0,2009-04-02 02:58:44+00:00,116.0,87.67400881057269,0.0764705882352941,0.0907563025210084,0.0442260442260442,0.0761670761670761,0.1772151898734177,0.1772151898734177,0.9244667597576506,8.976009475021396,4.927253685157205
BobCorker,283130017,Bob Corker,Republican,139,8525.0,529.0,142.0,2011-04-16 16:54:25+00:00,115.0,91.35714285714286,0.0439560439560439,0.1428571428571428,0.0175438596491228,0.175438596491228,,,0.6723078663178165,9.050758302151717,6.270988431858299
ChuyForCongress,2847603597,Jesús “Chuy” García,Democrat,3142,19344.0,680.0,3760.0,2014-10-28 02:20:00+00:00,116.0,94.22333333333331,0.0562647754137115,0.11725768321513,,,0.0656934306569343,0.1334723670490094,0.0679875996077317,9.870137572854574,6.522092798170152
SenadorReid,285222374,Senador Harry Reid,Democrat,63,2031.0,106.0,1040.0,2011-04-20 19:13:05+00:00,114.0,,,,,,,,0.2716204820367921,7.616283561580385,4.663439094112067
RepWesterman,2852998461,Rep. Bruce Westerman,Republican,3381,12897.0,321.0,6690.0,2014-10-31 03:57:48+00:00,117.0,90.97584541062804,0.0553108174253548,0.1855115026921194,,,0.0679963735267452,0.2212148685403445,0.8144915242159912,9.464750005164392,5.771441123130016
SenMurphyOffice,2853793517,Sen. Murphy Office,Democrat,1203,4250.0,29.0,1208.0,2014-10-31 20:54:02+00:00,116.0,87.5,0.00119189511323,0.0309892729439809,,,0.0,0.0119047619047619,0.1707794125991002,8.354674261918463,3.367295829986474
SenJoniErnst,2856787757,Joni Ernst,Republican,3675,140452.0,161.0,8387.0,2014-11-02 13:32:54+00:00,117.0,87.48375451263539,0.0510263929618768,0.1252199413489736,,,0.0510263929618768,0.1252199413489736,0.8807082173016338,11.852621072374044,5.081404364984463
RepDianaDeGette,28599820,Rep. Diana DeGette,Democrat,3337,70518.0,10574.0,6710.0,2009-04-03 16:41:06+00:00,117.0,94.35143769968052,0.0669120107059217,0.1940448310471729,,,0.0704845814977973,0.2004405286343612,0.3066694219599587,11.163623275360909,9.266153436795395
RepRaulGrijalva,28602948,Raul M. Grijalva,Democrat,3521,43148.0,423.0,8521.0,2009-04-03 16:55:32+00:00,117.0,94.14796425024826,0.047491382612026,0.1757947146687093,,,0.047491382612026,0.1757947146687093,0.0413253918084344,10.67239134549532,6.0473721790462776
USRepGaryPalmer,2861616083,Gary Palmer,Republican,3256,22851.0,927.0,3403.0,2014-11-04 22:58:38+00:00,117.0,86.6092715231788,0.0780201342281879,0.1531040268456376,,,0.0811724915445321,0.2006764374295377,0.6803450720229346,10.036750159040897,6.831953565565855
RepKenBuck,2862577383,Rep. Ken Buck,Republican,3393,70492.0,593.0,5230.0,2014-11-05 14:49:30+00:00,117.0,88.77835408022129,0.0801162308011623,0.1361560813615608,,,0.0801162308011623,0.1361560813615608,0.7127412039395474,11.16325450718426,6.385194398997726
RepLawrence,2863006655,Brenda Lawrence,Democrat,3497,31104.0,1216.0,8044.0,2014-11-05 18:46:39+00:00,117.0,94.03428571428572,0.0540648778534241,0.1437725270324389,,,0.0540648778534241,0.1437725270324389,0.224435561476011,10.345091707260165,7.103322062526113
sendavidperdue,2863210809,David Perdue,Republican,3165,123641.0,1012.0,4781.0,2014-11-05 20:58:02+00:00,116.0,91.76657060518733,0.0435532557136696,0.1241914618369987,,,0.0547798066595059,0.158968850698174,0.9187535450623991,11.725137484210757,6.919683849847411
SenDanSullivan,2891210047,Sen. Dan Sullivan,Republican,3361,62621.0,725.0,4070.0,2014-11-05 21:25:42+00:00,117.0,97.43359375,0.0639437562772012,0.1386006026113157,,,0.076379974326059,0.1758664955070603,0.7462961933854407,11.044855964091758,6.586171654854675
RepLoudermilk,2914163523,Rep. Barry Loudermilk,Republican,3218,30628.0,1565.0,3738.0,2014-12-10 18:53:17+00:00,117.0,84.95270270270271,0.0525667351129363,0.1544147843942505,,,0.0646230323115161,0.2087821043910522,0.7785130348624397,10.329669902233015,7.355641102974253
RepTomEmmer,2914515430,Tom Emmer,Republican,3578,55887.0,1141.0,7587.0,2014-12-10 21:44:52+00:00,117.0,92.8361858190709,0.048410938654841,0.1441241685144124,,,0.0501462599247806,0.1466778102799832,0.7934233362531851,10.931087073957817,7.039660349862076
RepAdams,2916086925,Rep. Alma Adams,Democrat,3674,28189.0,2522.0,12515.0,2014-12-11 19:54:07+00:00,117.0,93.76515151515152,0.0626721763085399,0.1012396694214876,,,0.0626721763085399,0.1012396694214876,0.293162066330324,10.246687109906768,7.8328075165248645
SenatorEnzi,291756142,Mike Enzi,Republican,3187,103272.0,593.0,4878.0,2011-05-02 15:26:39+00:00,116.0,86.98514851485149,0.0589613432253026,0.1374463100351425,,,0.0616438356164383,0.1952054794520548,0.9095107838348728,11.545121563186544,6.385194398997726
SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,3814,511354.0,1077.0,15884.0,2009-04-06 13:38:39+00:00,117.0,94.92545454545454,0.1030105186797243,0.1548784911135292,,,0.1030105186797243,0.1548784911135292,0.0580394526512986,13.144817388634385,6.981934677156389
WydenPress,292495654,WydenPress,Democrat,3163,14045.0,688.0,7721.0,2011-05-03 18:58:04+00:00,116.0,93.63346613545816,0.0724054706355591,0.1367658889782783,0.0422535211267605,0.0985915492957746,0.1689497716894977,0.2009132420091324,0.2005103342638583,9.550021739538344,6.5337888379333435
ScottPetersSD,292594517,Scott Peters,Democrat,3034,12510.0,1496.0,6646.0,2011-05-03 22:25:55+00:00,116.0,98.125,0.1269614835948644,0.1241084165477888,,,0.1477104874446085,0.172821270310192,0.3553254686123585,9.434283603460957,7.310550158534422
RepBrianBabin,2929491549,Brian Babin,Republican,3430,25999.0,777.0,5423.0,2014-12-18 13:28:53+00:00,117.0,76.9466743119266,0.1131373278749534,0.2214365463342017,,,0.1297169811320754,0.2533018867924528,0.9311838435895105,10.165813354725493,6.655440350367647
RepNewhouse,2930635215,Rep. Dan Newhouse,Republican,3391,23947.0,1148.0,4693.0,2014-12-18 20:19:23+00:00,117.0,93.96282973621103,0.0641838351822503,0.1612519809825673,,,0.0679359584595413,0.1631328429251406,0.7794599603959349,10.083598334032917,7.045776576879511
PattyMurray,293131808,Senator Patty Murray,Democrat,3737,484828.0,2397.0,22783.0,2011-05-04 20:23:35+00:00,117.0,95.53979591836736,0.1429384965831435,0.1941913439635535,,,0.1429384965831435,0.1941913439635535,0.1416473017405558,13.091549467845018,7.781973234434385
GrassleyPress,294126378,Sen. Grassley Press,Republican,3638,23493.0,4057.0,13885.0,2011-05-06 15:35:48+00:00,116.0,89.40310077519379,0.0818124606670862,0.1938325991189427,,,0.0818124606670862,0.1938325991189427,0.7510700458449935,10.064457783419048,8.308199063206446
repjohnlewis,29450962,John Lewis,Democrat,1963,1176906.0,144.0,2010.0,2009-04-07 13:49:52+00:00,116.0,92.56666666666666,0.0641913152926368,0.0918816865953429,0.0569715142428785,0.1019490254872563,0.1066666666666666,0.2133333333333333,0.2154369265503233,13.978399518991937,4.969813299576001
RepAdamSchiff,29501253,Adam Schiff,Democrat,3340,3176965.0,870.0,6674.0,2009-04-07 17:54:35+00:00,117.0,97.0,0.1159600997506234,0.2917705735660847,,,0.1168594035301278,0.3463177115033475,0.2440046639666105,14.971436896508564,6.76849321164863
RepGarretGraves,2951574214,Rep. Garret Graves,Republican,3393,16675.0,1118.0,4950.0,2014-12-30 17:51:24+00:00,117.0,90.53157894736842,0.0582857142857142,0.1514285714285714,,,0.0690298507462686,0.1772388059701492,0.6268703397097011,9.721665870783825,7.0192966537150445
RepFrenchHill,2953974395,French Hill,Republican,3402,22117.0,1374.0,5413.0,2014-12-31 23:54:58+00:00,117.0,91.8154761904762,0.0514886164623467,0.1446584938704028,,,0.0536312849162011,0.1448789571694599,0.7404006366881005,10.004101822568721,7.2254814727822945
SenatorRounds,2955485182,Senator Mike Rounds,Republican,3281,41692.0,576.0,4744.0,2015-01-01 20:23:49+00:00,117.0,92.39827586206896,0.0629126213592233,0.1499029126213592,,,0.0823151125401929,0.1749196141479099,0.8951382422029673,10.638064542859214,6.3561076606958915
ConawayTX11,295685416,Mike Conaway,Republican,1139,23045.0,1399.0,1182.0,2011-05-09 13:56:50+00:00,116.0,91.88888888888889,0.0491803278688524,0.1013412816691505,0.0404040404040404,0.101010101010101,0.0551724137931034,0.0620689655172413,0.7471716069699605,10.045204105154609,7.243512974665482
Buddy_Carter,295712099,Buddy Carter,Republican,3254,6591.0,3385.0,3738.0,2011-05-09 14:52:58+00:00,116.0,91.66961852861036,0.0345611641655297,0.1246020918599363,0.0178197064989517,0.120545073375262,0.0536529680365296,0.139269406392694,0.8108703841204403,8.79346036105272,8.127109185346375
RepAdrianSmith,296245061,Rep. Adrian Smith,Republican,3339,16690.0,588.0,4708.0,2011-05-10 12:52:01+00:00,117.0,87.35611510791367,0.0408792903972232,0.0971847281141534,,,0.0520930232558139,0.107906976744186,0.6835039502290519,9.722565016655881,6.376726947898627
RepStefanik,2962813893,Rep. Elise Stefanik,Republican,3973,340737.0,741.0,9634.0,2015-01-05 22:17:51+00:00,117.0,82.4329563812601,0.0286415711947626,0.1145662847790507,,,0.0286415711947626,0.1145662847790507,0.7061787107117459,12.738866197693808,6.608000625296087
RepDonBeyer,2962868158,Rep. Don Beyer,Democrat,4418,109003.0,4841.0,34344.0,2015-01-05 22:09:04+00:00,117.0,95.59868421052632,0.1021582733812949,0.2546762589928057,,,0.1021582733812949,0.2546762589928057,0.2445984339169171,11.599130683768312,8.484876589939695
RepAbraham,2962891515,Rep. Ralph Abraham,Republican,1253,24646.0,135.0,1261.0,2015-01-05 23:01:54+00:00,116.0,89.665625,0.0565262076053443,0.1377183967112024,,,0.0498533724340175,0.1671554252199413,0.8443096219878647,10.112369894498068,4.90527477843843
SenSasse,2962923040,Senator Ben Sasse,Republican,922,177697.0,1.0,934.0,2015-01-05 22:39:56+00:00,117.0,91.32407407407408,0.0695538057742782,0.1391076115485564,,,0.1333333333333333,0.1666666666666666,0.7613665894325562,12.08783513161419,0.0
WillHurd,2963445730,Will Hurd,Republican,3349,74416.0,1149.0,6624.0,2015-01-06 04:27:18+00:00,116.0,93.8061797752809,0.0981546917942677,0.1751079701609737,,,0.1319587628865979,0.2298969072164948,0.6510819541673604,11.217426251463879,7.046647277848756
SenJohnThune,296361085,Senator John Thune,Republican,3403,132521.0,341.0,7570.0,2011-05-10 16:41:48+00:00,117.0,91.99354838709678,0.0829921845924823,0.1857089691105322,,,0.0957446808510638,0.2056737588652482,0.8333864426647352,11.794496402416149,5.831882477283517
SenThomTillis,2964174789,Senator Thom Tillis,Republican,3422,129500.0,4313.0,6729.0,2015-01-06 14:22:18+00:00,117.0,87.97074468085107,0.0471269119470855,0.1670111616370401,,,0.0446428571428571,0.1716269841269841,0.8566861149037229,11.771436160121729,8.369388996647842
RepRickAllen,2964287128,Rick W. Allen,Republican,2923,26246.0,244.0,3063.0,2015-01-06 14:45:18+00:00,117.0,88.73464912280701,0.0560824742268041,0.1274226804123711,,,0.0549882168106834,0.1571091908876669,0.8619383020412313,10.175268875456233,5.497168225293202
RepAlexMooney,2964526557,Rep. Alex Mooney,Republican,3318,18713.0,612.0,3637.0,2015-01-06 17:13:10+00:00,117.0,88.54564315352697,0.0383036935704514,0.11171910624715,,,0.0556506849315068,0.1498287671232876,0.8463291990443831,9.836973748477789,6.416732282512326
RepBost,2964877294,Rep. Mike Bost,Republican,3165,16209.0,1929.0,3314.0,2015-01-06 19:55:08+00:00,117.0,90.25298804780876,0.0531120331950207,0.121161825726141,,,0.0594130279169649,0.1553328561202576,0.7500801078084963,9.693321922512176,7.564757012905729
MarthaMcSally,2964949642,Martha McSally,Republican,3193,118780.0,881.0,5511.0,2015-01-06 20:39:37+00:00,116.0,92.0576923076923,0.0404874213836478,0.1332547169811321,,,0.0365853658536585,0.1230116648992576,0.7157005228967109,11.68502832156985,6.78105762593618
RepMarkWalker,2966205003,Mark Walker,Republican,3420,42722.0,1926.0,8666.0,2015-01-07 16:20:28+00:00,116.0,85.75721784776903,0.0996677740863787,0.1524086378737541,,,0.0996677740863787,0.1524086378737541,0.7402670364871305,10.66246928901762,7.563200592358071
RepRubenGallego,2966570782,Ruben Gallego,Democrat,3404,112368.0,3488.0,7084.0,2015-01-07 19:31:08+00:00,117.0,94.97627737226276,0.0746197718631178,0.1463878326996197,,,0.0769230769230769,0.1482313307130825,0.2763127401145249,11.629534478398801,8.15708378502887
RepJohnKatko,2966765501,Rep. John Katko,Republican,1922,30301.0,242.0,2088.0,2015-01-07 21:51:49+00:00,117.0,89.17246835443038,0.0378037803780378,0.1125112511251125,,,0.0453333333333333,0.128,0.6094844485261284,10.318935994253193,5.488937726156687
RepDeSaulnier,2968007206,Mark DeSaulnier,Democrat,3452,22942.0,1015.0,8376.0,2015-01-08 15:32:13+00:00,117.0,95.8954081632653,0.0426439232409381,0.2142857142857142,,,0.0426439232409381,0.2142857142857142,0.159167275726412,10.040724570841213,6.922643891475888
RepBonnie,2968451607,Rep. Bonnie Watson Coleman,Democrat,3641,49385.0,1193.0,10832.0,2015-01-08 20:18:16+00:00,117.0,96.09460547504024,0.0696419813634134,0.1775380088278567,,,0.0696419813634134,0.1775380088278567,0.1309199356410774,10.807402013342228,7.084226422097916
RepDebDingell,2970279814,Rep. Debbie Dingell,Democrat,3498,106947.0,2645.0,7342.0,2015-01-09 19:15:50+00:00,117.0,95.6,0.0655504096900605,0.1596009975062344,,,0.0655504096900605,0.1596009975062344,0.2581840080503105,11.580088663626245,7.8804263442924
RepKathleenRice,2970462034,Kathleen Rice,Democrat,3357,34529.0,1427.0,5083.0,2015-01-09 21:18:27+00:00,117.0,93.88969072164949,0.0749063670411985,0.2011235955056179,,,0.063063063063063,0.2172172172172172,0.3676035857149324,10.449554829640324,7.2633296174768365
RepBuddyCarter,2973870195,Buddy Carter,Republican,3516,33318.0,437.0,4211.0,2015-01-12 00:33:43+00:00,117.0,83.20876288659794,0.0476798637718177,0.1604938271604938,,,0.0584368151935719,0.1760409057706355,0.8108703841204403,10.413853070469662,6.07993319509559
CongressmanHice,2975091705,Rep. Jody Hice,Republican,3529,91932.0,4295.0,6860.0,2015-01-12 18:48:35+00:00,117.0,76.49603174603175,0.0931899641577061,0.2923707117255504,,,0.0931899641577061,0.2923707117255504,0.8800887863025024,11.42880445230482,8.365206834418355
RepGrothman,2976606250,Rep. Glenn Grothman,Republican,3378,13666.0,218.0,4319.0,2015-01-13 15:08:48+00:00,117.0,86.82107843137256,0.0504347826086956,0.1144347826086956,,,0.0507679180887372,0.1207337883959044,0.8994927057275496,9.522666275340724,5.384495062789089
RepSamGraves,29766367,Rep. Sam Graves,Republican,3266,15411.0,1146.0,9154.0,2009-04-08 17:20:43+00:00,117.0,88.93226600985221,0.0611015490533562,0.160499139414802,,,0.0584329349269588,0.1580345285524568,0.713790819294117,9.642836819135377,7.044032897274685
CongPalazzo,299883942,Cong. Steven Palazzo,Republican,3253,18537.0,1988.0,6119.0,2011-05-16 20:52:25+00:00,117.0,90.5036231884058,0.0715300805305542,0.1610611084793936,,,0.0722635494155154,0.1652497343251859,0.7977367755667022,9.82752401372909,7.59488438721652
TeamMarco,3001665106,Team Marco,Republican,3432,24683.0,838.0,6984.0,2015-01-27 16:38:35+00:00,115.0,79.4092970521542,0.0650337837837837,0.1106418918918918,,,0.0678426051560379,0.112618724559023,0.8502232966352189,10.113870026547724,6.731018100482083
RepPeteAguilar,3018670151,Rep. Pete Aguilar,Democrat,2554,23232.0,585.0,2690.0,2015-02-04 21:01:23+00:00,117.0,95.18849206349206,0.0600879335613092,0.1480214948705422,,,0.0991636798088411,0.2019115890083632,0.314377524005609,10.053285917624523,6.371611847231857
BradSherman,30216513,Rep. Brad Sherman,Democrat,3343,72295.0,929.0,3879.0,2009-04-10 13:38:03+00:00,117.0,95.2641196013289,0.0477185649599442,0.1494252873563218,0.0980392156862745,0.0784313725490196,0.0574074074074074,0.1845679012345679,0.3812255340804532,11.188510249462226,6.834108738813838
RepAmata,3026622545,Rep. Aumua Amata🇦🇸,Republican,661,3788.0,181.0,778.0,2015-02-09 16:00:36+00:00,117.0,82.5,0.0408602150537634,0.0989247311827957,,,0.056,0.112,0.5427678774560168,8.239593454305968,5.198497031265826
KamalaHarris,30354991,Kamala Harris,Democrat,3457,19759614.0,731.0,16577.0,2009-04-11 00:42:07+00:00,117.0,92.94565217391305,0.0833333333333333,0.1576797385620915,,,0.0833333333333333,0.1576797385620915,0.05371304515785,16.79915071568024,6.594413459749778
Nanette4CA,303633791,Nanette Barragán,Democrat,3087,3915.0,1264.0,4353.0,2011-05-23 06:38:33+00:00,117.0,93.3095238095238,0.0881118881118881,0.0993006993006993,,,0.1521739130434782,0.1413043478260869,0.1721939954125419,8.272570608424903,7.142036574706803
RepThompson,303861808,Mike (Wear A Mask) Thompson,Democrat,3606,40757.0,423.0,14704.0,2011-05-23 14:58:06+00:00,117.0,95.212987012987,0.0787125557680051,0.1606118546845124,,,0.0787125557680051,0.1606118546845124,0.3745974404950499,10.615382883057766,6.0473721790462776
GT_TeamGT,304138251,Team GT - Friends of Glenn Thompson,Republican,2874,1249.0,231.0,3020.0,2011-05-24 00:39:40+00:00,116.0,85.95774647887323,0.0348101265822784,0.0714285714285714,0.0511811023622047,0.1023622047244094,0.0455840455840455,0.1054131054131054,0.766174296282855,7.130098510125578,5.442417710521793
RepTedLieu,3044993235,Rep. Ted Lieu,Democrat,3468,183946.0,5556.0,8451.0,2015-02-19 20:08:54+00:00,117.0,94.1983695652174,0.0471380471380471,0.2034632034632034,,,0.0471380471380471,0.2034632034632034,0.2264466087598622,12.12239751525708,8.622633703874234
RepBobbyRush,305216911,Bobby L. Rush,Democrat,3513,43545.0,1622.0,6395.0,2011-05-25 20:59:25+00:00,117.0,94.65829145728644,0.0856435643564356,0.2217821782178217,,,0.0856435643564356,0.2217821782178217,0.2432646163303719,10.68155016512684,7.3914152346753585
Call_Me_Dutch,305620929,Dutch Ruppersberger,Democrat,3452,18681.0,2354.0,5943.0,2011-05-26 14:39:08+00:00,117.0,93.3586956521739,0.0718321226795803,0.1444713478611783,,,0.0693127962085308,0.1516587677725118,0.4301858710760855,9.835262243540562,7.763871287820222
ScottforFlorida,306389855,Rick Scott,Republican,3216,163790.0,18.0,6169.0,2011-05-27 20:03:02+00:00,117.0,86.68181818181819,0.1240079365079365,0.1721230158730158,,,0.1355529131985731,0.1985731272294887,0.8649761630808779,12.006340398476425,2.8903717578961645
VanHollenForMD,3067974778,Chris Van Hollen,Democrat,1131,6813.0,271.0,1166.0,2015-03-03 14:43:00+00:00,116.0,94.78494623655914,0.0399568034557235,0.0755939524838013,,,0.046875,0.25,0.1723120651283497,8.826587830773668,5.602118820879701
DickDurbin,308794407,Dick Durbin,Democrat,3400,35645.0,1207.0,7252.0,2011-06-01 00:54:26+00:00,116.0,92.96849385245902,0.0512820512820512,0.1301525478740668,,,0.0512234910277324,0.130505709624796,0.1293360052753629,10.48136416355173,7.095893221097532
KellyforMS01,3090076743,Trent Kelly,Republican,116,411.0,0.0,124.0,2015-03-12 22:46:54+00:00,116.0,83.21428571428571,0.0879120879120879,0.0,,,,,0.7279028528222953,6.018593214496234,-inf
MarkPocan,309070309,Mark Pocan,Democrat,3333,25724.0,2552.0,6158.0,2011-06-01 13:46:02+00:00,116.0,92.30141843971631,0.2130971551261406,0.2211486849168008,,,0.2130971551261406,0.2211486849168008,0.1674667451192236,10.155179687254753,7.844632644464681
AyannaPressley,31013444,Ayanna Pressley,Democrat,3904,1099213.0,18413.0,27415.0,2009-04-14 01:06:07+00:00,116.0,92.1904761904762,0.087457627118644,0.1315254237288135,,,0.087457627118644,0.1315254237288135,0.0578376771426894,13.910105027163402,9.82081221586722
RepStephenLynch,310310133,Rep. Stephen Lynch,Democrat,3276,27578.0,440.0,5325.0,2011-06-03 14:48:36+00:00,117.0,90.60504201680672,0.0395554102647924,0.1376266753841124,,,0.0450399087799315,0.17787913340935,0.2981908231531768,10.224773632401687,6.0867747269123065
ElectLaHood,3107996233,Darin LaHood,Republican,738,,,,,117.0,87.77450980392157,0.0421245421245421,0.1336996336996337,,,0.1017964071856287,0.1976047904191616,0.6794669711295157,,
DonJBacon,3109108467,Don Bacon,Republican,4405,8284.0,879.0,9341.0,2015-03-24 01:23:30+00:00,116.0,92.03888888888888,0.0782312925170068,0.1604308390022675,,,0.0782312925170068,0.1604308390022675,0.7815593131584393,9.022081222515475,6.778784897685177
RepLindaSanchez,312134473,Rep. Linda Sánchez,Democrat,3226,48052.0,2457.0,7658.0,2011-06-06 16:50:45+00:00,117.0,95.54347826086956,0.0786516853932584,0.1593462717058222,,,0.0786516853932584,0.1593462717058222,0.3773983797979029,10.780039036841266,7.806696372521179
DonaldNorcross,3122099613,Congressman Donald Norcross,Democrat,3540,13017.0,1305.0,10610.0,2015-03-27 20:08:34+00:00,116.0,96.43611111111112,0.0664711632453567,0.1381557510589768,,,0.0625690099374309,0.1394920868605079,0.3673451445702113,9.47401147446646,7.173958319756794
MikeSimpson4ID,314223728,Mike Simpson,Republican,502,2069.0,269.0,597.0,2011-06-09 22:26:12+00:00,116.0,92.78260869565216,0.0820189274447949,0.1104100946372239,0.1612903225806451,0.032258064516129,0.10828025477707,0.1464968152866242,0.634122020951409,7.634820677745543,5.594711379601839
jahimes,31611298,Jim Himes,Democrat,3309,113573.0,412.0,12651.0,2009-04-16 02:38:33+00:00,117.0,95.98255813953487,0.1703586497890295,0.1872362869198312,,,0.1760277938621887,0.1864504921829762,0.3468023356536713,11.64020108096342,6.021023349349527
MarkTakano,316165422,Mark Takano,Democrat,423,5739.0,243.0,432.0,2011-06-13 01:36:11+00:00,116.0,93.19444444444444,0.0669642857142857,0.0848214285714285,0.0508474576271186,0.0847457627118644,0.0857142857142857,0.1142857142857142,0.1596640863866638,8.655040258108363,5.493061443340548
MaxineWaters,3166120541,Maxine Waters,Democrat,1478,40738.0,516.0,1666.0,2015-04-14 15:17:01+00:00,117.0,93.11872909698997,0.0068292682926829,0.2751219512195122,,,0.0,0.0476190476190476,0.2329850779145515,10.614916596774085,6.246106765481563
BrianMastFL,3170031728,Brian Mast,Republican,2109,33076.0,2638.0,2371.0,2015-04-24 05:54:35+00:00,117.0,78.80309734513274,0.1212121212121212,0.1410018552875695,,,0.1358555460017197,0.1496130696474634,0.6800766808911581,10.406563222842058,7.87777633327726
DavidKustoff,317386234,David Kustoff,Republican,452,1827.0,2074.0,520.0,2011-06-14 21:20:06+00:00,117.0,69.5,0.0425531914893617,0.1033434650455927,,,0.0699300699300699,0.1398601398601398,0.6911944459956604,7.510430556378006,7.637234388789473
