party,date,tweet_count
Democrat,2016-07-25,208
Republican,2016-07-25,178
Democrat,2016-07-26,362
Republican,2016-07-26,213
Democrat,2016-07-27,264
Republican,2016-07-27,291
Democrat,2016-07-28,364
Republican,2016-07-28,236
Democrat,2016-07-29,258
Republican,2016-07-29,216
Democrat,2016-07-30,34
Republican,2016-07-30,131
Democrat,2016-07-31,49
Republican,2016-07-31,57
Democrat,2016-08-01,97
Republican,2016-08-01,153
Democrat,2016-08-02,112
Republican,2016-08-02,218
Democrat,2016-08-03,78
Republican,2016-08-03,235
Democrat,2016-08-04,133
Republican,2016-08-04,247
Democrat,2016-08-05,111
Republican,2016-08-05,236
Democrat,2016-08-06,69
Republican,2016-08-06,141
Democrat,2016-08-07,35
Republican,2016-08-07,96
Democrat,2016-08-08,84
Republican,2016-08-08,188
Democrat,2016-08-09,85
Republican,2016-08-09,228
Democrat,2016-08-10,76
Republican,2016-08-10,221
Democrat,2016-08-11,107
Republican,2016-08-11,233
Democrat,2016-08-12,112
Republican,2016-08-12,212
Democrat,2016-08-13,57
Republican,2016-08-13,139
Democrat,2016-08-14,76
Republican,2016-08-14,92
Democrat,2016-08-15,84
Republican,2016-08-15,186
Democrat,2016-08-16,84
Republican,2016-08-16,256
Democrat,2016-08-17,73
Republican,2016-08-17,235
Democrat,2016-08-18,101
Republican,2016-08-18,259
Democrat,2016-08-19,93
Republican,2016-08-19,244
Democrat,2016-08-20,37
Republican,2016-08-20,136
Democrat,2016-08-21,33
Republican,2016-08-21,100
Democrat,2016-08-22,66
Republican,2016-08-22,221
Democrat,2016-08-23,97
Republican,2016-08-23,239
Democrat,2016-08-24,82
Republican,2016-08-24,277
Democrat,2016-08-25,140
Republican,2016-08-25,263
Democrat,2016-08-26,126
Republican,2016-08-26,235
Democrat,2016-08-27,70
Republican,2016-08-27,165
Democrat,2016-08-28,38
Republican,2016-08-28,109
Democrat,2016-08-29,81
Republican,2016-08-29,198
Democrat,2016-08-30,97
Republican,2016-08-30,264
Democrat,2016-08-31,122
Republican,2016-08-31,273
Democrat,2016-09-01,112
Republican,2016-09-01,257
Democrat,2016-09-02,93
Republican,2016-09-02,249
Democrat,2016-09-03,38
Republican,2016-09-03,114
Democrat,2016-09-04,33
Republican,2016-09-04,75
Democrat,2016-09-05,118
Republican,2016-09-05,145
Democrat,2016-09-06,106
Republican,2016-09-06,265
Democrat,2016-09-07,142
Republican,2016-09-07,309
Democrat,2016-09-08,145
Republican,2016-09-08,280
Democrat,2016-09-09,111
Republican,2016-09-09,252
Democrat,2016-09-10,83
Republican,2016-09-10,165
Democrat,2016-09-11,109
Republican,2016-09-11,243
Democrat,2016-09-12,92
Republican,2016-09-12,251
Democrat,2016-09-13,131
Republican,2016-09-13,328
Democrat,2016-09-14,175
Republican,2016-09-14,316
Democrat,2016-09-15,121
Republican,2016-09-15,300
Democrat,2016-09-16,120
Republican,2016-09-16,288
Democrat,2016-09-17,69
Republican,2016-09-17,170
Democrat,2016-09-18,57
Republican,2016-09-18,117
Democrat,2016-09-19,115
Republican,2016-09-19,266
Democrat,2016-09-20,129
Republican,2016-09-20,320
Democrat,2016-09-21,183
Republican,2016-09-21,303
Democrat,2016-09-22,127
Republican,2016-09-22,312
Democrat,2016-09-23,117
Republican,2016-09-23,273
Democrat,2016-09-24,102
Republican,2016-09-24,144
Democrat,2016-09-25,53
Republican,2016-09-25,90
Democrat,2016-09-26,117
Republican,2016-09-26,278
Democrat,2016-09-27,438
Republican,2016-09-27,364
Democrat,2016-09-28,172
Republican,2016-09-28,335
Democrat,2016-09-29,144
Republican,2016-09-29,279
Democrat,2016-09-30,163
Republican,2016-09-30,313
Democrat,2016-10-01,80
Republican,2016-10-01,161
Democrat,2016-10-02,61
Republican,2016-10-02,126
Democrat,2016-10-03,170
Republican,2016-10-03,306
Democrat,2016-10-04,156
Republican,2016-10-04,340
Democrat,2016-10-05,223
Republican,2016-10-05,351
Democrat,2016-10-06,111
Republican,2016-10-06,299
Democrat,2016-10-07,159
Republican,2016-10-07,323
Democrat,2016-10-08,124
Republican,2016-10-08,160
Democrat,2016-10-09,59
Republican,2016-10-09,158
Democrat,2016-10-10,273
Republican,2016-10-10,232
Democrat,2016-10-11,146
Republican,2016-10-11,381
Democrat,2016-10-12,146
Republican,2016-10-12,346
Democrat,2016-10-13,163
Republican,2016-10-13,450
Democrat,2016-10-14,209
Republican,2016-10-14,326
Democrat,2016-10-15,87
Republican,2016-10-15,205
Democrat,2016-10-16,89
Republican,2016-10-16,126
Democrat,2016-10-17,151
Republican,2016-10-17,320
Democrat,2016-10-18,150
Republican,2016-10-18,321
Democrat,2016-10-19,165
Republican,2016-10-19,354
Democrat,2016-10-20,338
Republican,2016-10-20,427
Democrat,2016-10-21,134
Republican,2016-10-21,293
Democrat,2016-10-22,120
Republican,2016-10-22,198
Democrat,2016-10-23,90
Republican,2016-10-23,180
Democrat,2016-10-24,174
Republican,2016-10-24,335
Democrat,2016-10-25,176
Republican,2016-10-25,378
Democrat,2016-10-26,199
Republican,2016-10-26,321
Democrat,2016-10-27,181
Republican,2016-10-27,352
Democrat,2016-10-28,212
Republican,2016-10-28,411
Democrat,2016-10-29,107
Republican,2016-10-29,263
Democrat,2016-10-30,115
Republican,2016-10-30,154
Democrat,2016-10-31,138
Republican,2016-10-31,304
Democrat,2016-11-01,177
Republican,2016-11-01,332
Democrat,2016-11-02,221
Republican,2016-11-02,432
Democrat,2016-11-03,218
Republican,2016-11-03,387
Democrat,2016-11-04,186
Republican,2016-11-04,385
Democrat,2016-11-05,214
Republican,2016-11-05,280
Democrat,2016-11-06,220
Republican,2016-11-06,216
Democrat,2016-11-07,230
Republican,2016-11-07,402
Democrat,2016-11-08,535
Republican,2016-11-08,630
Democrat,2016-11-09,229
Republican,2016-11-09,433
Democrat,2016-11-10,51
Republican,2016-11-10,159
Democrat,2016-11-11,112
Republican,2016-11-11,234
Democrat,2016-11-12,41
Republican,2016-11-12,59
Democrat,2016-11-13,27
Republican,2016-11-13,32
Democrat,2016-11-14,75
Republican,2016-11-14,91
Democrat,2016-11-15,92
Republican,2016-11-15,182
Democrat,2016-11-16,105
Republican,2016-11-16,177
Democrat,2016-11-17,75
Republican,2016-11-17,191
Democrat,2016-11-18,89
Republican,2016-11-18,119
Democrat,2016-11-19,56
Republican,2016-11-19,65
Democrat,2016-11-20,48
Republican,2016-11-20,37
Democrat,2016-11-21,65
Republican,2016-11-21,121
Democrat,2016-11-22,74
Republican,2016-11-22,111
Democrat,2016-11-23,66
Republican,2016-11-23,104
Democrat,2016-11-24,81
Republican,2016-11-24,139
Democrat,2016-11-25,18
Republican,2016-11-25,41
Democrat,2016-11-26,28
Republican,2016-11-26,91
Democrat,2016-11-27,31
Republican,2016-11-27,21
Democrat,2016-11-28,82
Republican,2016-11-28,77
Democrat,2016-11-29,115
Republican,2016-11-29,177
Democrat,2016-11-30,157
Republican,2016-11-30,175
Democrat,2016-12-01,157
Republican,2016-12-01,183
Democrat,2016-12-02,104
Republican,2016-12-02,188
Democrat,2016-12-03,47
Republican,2016-12-03,92
Democrat,2016-12-04,35
Republican,2016-12-04,44
Democrat,2016-12-05,100
Republican,2016-12-05,139
Democrat,2016-12-06,93
Republican,2016-12-06,160
Democrat,2016-12-07,145
Republican,2016-12-07,282
Democrat,2016-12-08,104
Republican,2016-12-08,206
Democrat,2016-12-09,74
Republican,2016-12-09,115
Democrat,2016-12-10,54
Republican,2016-12-10,92
Democrat,2016-12-11,48
Republican,2016-12-11,44
Democrat,2016-12-12,61
Republican,2016-12-12,106
Democrat,2016-12-13,113
Republican,2016-12-13,125
Democrat,2016-12-14,112
Republican,2016-12-14,112
Democrat,2016-12-15,88
Republican,2016-12-15,117
Democrat,2016-12-16,65
Republican,2016-12-16,116
Democrat,2016-12-17,25
Republican,2016-12-17,33
Democrat,2016-12-18,26
Republican,2016-12-18,21
Democrat,2016-12-19,46
Republican,2016-12-19,105
Democrat,2016-12-20,69
Republican,2016-12-20,84
Democrat,2016-12-21,74
Republican,2016-12-21,79
Democrat,2016-12-22,58
Republican,2016-12-22,59
Democrat,2016-12-23,57
Republican,2016-12-23,77
Democrat,2016-12-24,42
Republican,2016-12-24,71
Democrat,2016-12-25,48
Republican,2016-12-25,106
Democrat,2016-12-26,23
Republican,2016-12-26,23
Democrat,2016-12-27,19
Republican,2016-12-27,43
Democrat,2016-12-28,35
Republican,2016-12-28,74
Democrat,2016-12-29,40
Republican,2016-12-29,73
Democrat,2016-12-30,32
Republican,2016-12-30,55
Democrat,2016-12-31,46
Republican,2016-12-31,56
Democrat,2017-01-01,49
Republican,2017-01-01,74
Democrat,2017-01-02,27
Republican,2017-01-02,40
Democrat,2017-01-03,120
Republican,2017-01-03,188
Democrat,2017-01-04,124
Republican,2017-01-04,218
Democrat,2017-01-05,135
Republican,2017-01-05,184
Democrat,2017-01-06,91
Republican,2017-01-06,218
Democrat,2017-01-07,63
Republican,2017-01-07,49
Democrat,2017-01-08,25
Republican,2017-01-08,39
Democrat,2017-01-09,88
Republican,2017-01-09,157
Democrat,2017-01-10,120
Republican,2017-01-10,182
Democrat,2017-01-11,168
Republican,2017-01-11,177
Democrat,2017-01-12,119
Republican,2017-01-12,198
Democrat,2017-01-13,104
Republican,2017-01-13,174
Democrat,2017-01-14,68
Republican,2017-01-14,46
Democrat,2017-01-15,100
Republican,2017-01-15,42
Democrat,2017-01-16,139
Republican,2017-01-16,100
Democrat,2017-01-17,106
Republican,2017-01-17,138
Democrat,2017-01-18,93
Republican,2017-01-18,243
Democrat,2017-01-19,126
Republican,2017-01-19,201
Democrat,2017-01-20,87
Republican,2017-01-20,254
Democrat,2017-01-21,181
Republican,2017-01-21,58
Democrat,2017-01-22,48
Republican,2017-01-22,54
Democrat,2017-01-23,167
Republican,2017-01-23,167
Democrat,2017-01-24,139
Republican,2017-01-24,277
Democrat,2017-01-25,138
Republican,2017-01-25,151
Democrat,2017-01-26,118
Republican,2017-01-26,176
Democrat,2017-01-27,106
Republican,2017-01-27,210
Democrat,2017-01-28,98
Republican,2017-01-28,44
Democrat,2017-01-29,127
Republican,2017-01-29,51
Democrat,2017-01-30,155
Republican,2017-01-30,129
Democrat,2017-01-31,178
Republican,2017-01-31,171
Democrat,2017-02-01,156
Republican,2017-02-01,341
Democrat,2017-02-02,106
Republican,2017-02-02,196
Democrat,2017-02-03,109
Republican,2017-02-03,159
Democrat,2017-02-04,73
Republican,2017-02-04,49
Democrat,2017-02-05,42
Republican,2017-02-05,51
Democrat,2017-02-06,98
Republican,2017-02-06,123
Democrat,2017-02-07,179
Republican,2017-02-07,185
Democrat,2017-02-08,118
Republican,2017-02-08,166
Democrat,2017-02-09,110
Republican,2017-02-09,180
Democrat,2017-02-10,112
Republican,2017-02-10,134
Democrat,2017-02-11,75
Republican,2017-02-11,57
Democrat,2017-02-12,48
Republican,2017-02-12,51
Democrat,2017-02-13,92
Republican,2017-02-13,133
Democrat,2017-02-14,167
Republican,2017-02-14,208
Democrat,2017-02-15,144
Republican,2017-02-15,201
Democrat,2017-02-16,162
Republican,2017-02-16,187
Democrat,2017-02-17,121
Republican,2017-02-17,142
Democrat,2017-02-18,54
Republican,2017-02-18,58
Democrat,2017-02-19,38
Republican,2017-02-19,27
Democrat,2017-02-20,56
Republican,2017-02-20,104
Democrat,2017-02-21,92
Republican,2017-02-21,131
Democrat,2017-02-22,109
Republican,2017-02-22,141
Democrat,2017-02-23,128
Republican,2017-02-23,156
Democrat,2017-02-24,137
Republican,2017-02-24,159
Democrat,2017-02-25,115
Republican,2017-02-25,83
Democrat,2017-02-26,71
Republican,2017-02-26,29
Democrat,2017-02-27,135
Republican,2017-02-27,120
Democrat,2017-02-28,204
Republican,2017-02-28,262
Democrat,2017-03-01,241
Republican,2017-03-01,557
Democrat,2017-03-02,172
Republican,2017-03-02,221
Democrat,2017-03-03,123
Republican,2017-03-03,162
Democrat,2017-03-04,72
Republican,2017-03-04,52
Democrat,2017-03-05,57
Republican,2017-03-05,38
Democrat,2017-03-06,125
Republican,2017-03-06,144
Democrat,2017-03-07,190
Republican,2017-03-07,219
Democrat,2017-03-08,216
Republican,2017-03-08,262
Democrat,2017-03-09,150
Republican,2017-03-09,243
Democrat,2017-03-10,114
Republican,2017-03-10,148
Democrat,2017-03-11,66
Republican,2017-03-11,71
Democrat,2017-03-12,67
Republican,2017-03-12,46
Democrat,2017-03-13,158
Republican,2017-03-13,123
Democrat,2017-03-14,116
Republican,2017-03-14,176
Democrat,2017-03-15,145
Republican,2017-03-15,236
Democrat,2017-03-16,217
Republican,2017-03-16,190
Democrat,2017-03-17,121
Republican,2017-03-17,179
Democrat,2017-03-18,60
Republican,2017-03-18,82
Democrat,2017-03-19,29
Republican,2017-03-19,39
Democrat,2017-03-20,123
Republican,2017-03-20,145
Democrat,2017-03-21,148
Republican,2017-03-21,264
Democrat,2017-03-22,183
Republican,2017-03-22,222
Democrat,2017-03-23,196
Republican,2017-03-23,177
Democrat,2017-03-24,227
Republican,2017-03-24,210
Democrat,2017-03-25,68
Republican,2017-03-25,73
Democrat,2017-03-26,44
Republican,2017-03-26,26
Democrat,2017-03-27,92
Republican,2017-03-27,158
Democrat,2017-03-28,123
Republican,2017-03-28,216
Democrat,2017-03-29,163
Republican,2017-03-29,248
Democrat,2017-03-30,128
Republican,2017-03-30,174
Democrat,2017-03-31,97
Republican,2017-03-31,174
Democrat,2017-04-01,55
Republican,2017-04-01,85
Democrat,2017-04-02,43
Republican,2017-04-02,45
Democrat,2017-04-03,80
Republican,2017-04-03,212
Democrat,2017-04-04,229
Republican,2017-04-04,235
Democrat,2017-04-05,143
Republican,2017-04-05,286
Democrat,2017-04-06,125
Republican,2017-04-06,207
Democrat,2017-04-07,100
Republican,2017-04-07,302
Democrat,2017-04-08,43
Republican,2017-04-08,84
Democrat,2017-04-09,41
Republican,2017-04-09,61
Democrat,2017-04-10,111
Republican,2017-04-10,190
Democrat,2017-04-11,111
Republican,2017-04-11,161
Democrat,2017-04-12,123
Republican,2017-04-12,128
Democrat,2017-04-13,85
Republican,2017-04-13,189
Democrat,2017-04-14,75
Republican,2017-04-14,139
Democrat,2017-04-15,61
Republican,2017-04-15,50
Democrat,2017-04-16,42
Republican,2017-04-16,109
Democrat,2017-04-17,67
Republican,2017-04-17,103
Democrat,2017-04-18,117
Republican,2017-04-18,219
Democrat,2017-04-19,116
Republican,2017-04-19,183
Democrat,2017-04-20,107
Republican,2017-04-20,188
Democrat,2017-04-21,105
Republican,2017-04-21,194
Democrat,2017-04-22,129
Republican,2017-04-22,89
Democrat,2017-04-23,33
Republican,2017-04-23,48
Democrat,2017-04-24,109
Republican,2017-04-24,160
Democrat,2017-04-25,121
Republican,2017-04-25,224
Democrat,2017-04-26,151
Republican,2017-04-26,271
Democrat,2017-04-27,153
Republican,2017-04-27,237
Democrat,2017-04-28,135
Republican,2017-04-28,173
Democrat,2017-04-29,68
Republican,2017-04-29,100
Democrat,2017-04-30,33
Republican,2017-04-30,47
Democrat,2017-05-01,108
Republican,2017-05-01,202
Democrat,2017-05-02,164
Republican,2017-05-02,233
Democrat,2017-05-03,170
Republican,2017-05-03,226
Democrat,2017-05-04,338
Republican,2017-05-04,289
Democrat,2017-05-05,103
Republican,2017-05-05,143
Democrat,2017-05-06,61
Republican,2017-05-06,79
Democrat,2017-05-07,79
Republican,2017-05-07,40
Democrat,2017-05-08,100
Republican,2017-05-08,133
Democrat,2017-05-09,161
Republican,2017-05-09,188
Democrat,2017-05-10,171
Republican,2017-05-10,152
Democrat,2017-05-11,109
Republican,2017-05-11,175
Democrat,2017-05-12,119
Republican,2017-05-12,141
Democrat,2017-05-13,35
Republican,2017-05-13,73
Democrat,2017-05-14,60
Republican,2017-05-14,122
Democrat,2017-05-15,109
Republican,2017-05-15,156
Democrat,2017-05-16,150
Republican,2017-05-16,201
Democrat,2017-05-17,184
Republican,2017-05-17,233
Democrat,2017-05-18,139
Republican,2017-05-18,246
Democrat,2017-05-19,98
Republican,2017-05-19,156
Democrat,2017-05-20,44
Republican,2017-05-20,101
Democrat,2017-05-21,39
Republican,2017-05-21,56
Democrat,2017-05-22,100
Republican,2017-05-22,130
Democrat,2017-05-23,165
Republican,2017-05-23,272
Democrat,2017-05-24,188
Republican,2017-05-24,271
Democrat,2017-05-25,161
Republican,2017-05-25,211
Democrat,2017-05-26,95
Republican,2017-05-26,160
Democrat,2017-05-27,63
Republican,2017-05-27,86
Democrat,2017-05-28,39
Republican,2017-05-28,61
Democrat,2017-05-29,120
Republican,2017-05-29,195
Democrat,2017-05-30,86
Republican,2017-05-30,116
Democrat,2017-05-31,120
Republican,2017-05-31,154
Democrat,2017-06-01,186
Republican,2017-06-01,184
Democrat,2017-06-02,136
Republican,2017-06-02,155
Democrat,2017-06-03,76
Republican,2017-06-03,82
Democrat,2017-06-04,42
Republican,2017-06-04,53
Democrat,2017-06-05,85
Republican,2017-06-05,129
Democrat,2017-06-06,132
Republican,2017-06-06,252
Democrat,2017-06-07,151
Republican,2017-06-07,242
Democrat,2017-06-08,178
Republican,2017-06-08,318
Democrat,2017-06-09,92
Republican,2017-06-09,149
Democrat,2017-06-10,56
Republican,2017-06-10,59
Democrat,2017-06-11,37
Republican,2017-06-11,47
Democrat,2017-06-12,124
Republican,2017-06-12,149
Democrat,2017-06-13,145
Republican,2017-06-13,320
Democrat,2017-06-14,158
Republican,2017-06-14,336
Democrat,2017-06-15,142
Republican,2017-06-15,279
Democrat,2017-06-16,109
Republican,2017-06-16,174
Democrat,2017-06-17,50
Republican,2017-06-17,62
Democrat,2017-06-18,63
Republican,2017-06-18,104
Democrat,2017-06-19,122
Republican,2017-06-19,153
Democrat,2017-06-20,216
Republican,2017-06-20,212
Democrat,2017-06-21,162
Republican,2017-06-21,283
Democrat,2017-06-22,188
Republican,2017-06-22,252
Democrat,2017-06-23,112
Republican,2017-06-23,220
Democrat,2017-06-24,37
Republican,2017-06-24,104
Democrat,2017-06-25,46
Republican,2017-06-25,35
Democrat,2017-06-26,167
Republican,2017-06-26,167
Democrat,2017-06-27,189
Republican,2017-06-27,225
Democrat,2017-06-28,110
Republican,2017-06-28,270
Democrat,2017-06-29,172
Republican,2017-06-29,278
Democrat,2017-06-30,132
Republican,2017-06-30,141
Democrat,2017-07-01,58
Republican,2017-07-01,55
Democrat,2017-07-02,46
Republican,2017-07-02,32
Democrat,2017-07-03,48
Republican,2017-07-03,62
Democrat,2017-07-04,130
Republican,2017-07-04,219
Democrat,2017-07-05,97
Republican,2017-07-05,90
Democrat,2017-07-06,129
Republican,2017-07-06,139
Democrat,2017-07-07,113
Republican,2017-07-07,138
Democrat,2017-07-08,75
Republican,2017-07-08,77
Democrat,2017-07-09,52
Republican,2017-07-09,32
Democrat,2017-07-10,122
Republican,2017-07-10,120
Democrat,2017-07-11,171
Republican,2017-07-11,217
Democrat,2017-07-12,266
Republican,2017-07-12,248
Democrat,2017-07-13,205
Republican,2017-07-13,276
Democrat,2017-07-14,127
Republican,2017-07-14,209
Democrat,2017-07-15,47
Republican,2017-07-15,83
Democrat,2017-07-16,60
Republican,2017-07-16,39
Democrat,2017-07-17,105
Republican,2017-07-17,162
Democrat,2017-07-18,194
Republican,2017-07-18,257
Democrat,2017-07-19,204
Republican,2017-07-19,223
Democrat,2017-07-20,177
Republican,2017-07-20,299
Democrat,2017-07-21,107
Republican,2017-07-21,173
Democrat,2017-07-22,71
Republican,2017-07-22,74
Democrat,2017-07-23,32
Republican,2017-07-23,35
Democrat,2017-07-24,90
Republican,2017-07-24,129
Democrat,2017-07-25,178
Republican,2017-07-25,285
Democrat,2017-07-26,220
Republican,2017-07-26,239
Democrat,2017-07-27,175
Republican,2017-07-27,347
Democrat,2017-07-28,206
Republican,2017-07-28,226
Democrat,2017-07-29,45
Republican,2017-07-29,62
Democrat,2017-07-30,44
Republican,2017-07-30,40
Democrat,2017-07-31,94
Republican,2017-07-31,112
Democrat,2017-08-01,128
Republican,2017-08-01,178
Democrat,2017-08-02,150
Republican,2017-08-02,231
Democrat,2017-08-03,111
Republican,2017-08-03,211
Democrat,2017-08-04,99
Republican,2017-08-04,199
Democrat,2017-08-05,47
Republican,2017-08-05,47
Democrat,2017-08-06,45
Republican,2017-08-06,36
Democrat,2017-08-07,67
Republican,2017-08-07,168
Democrat,2017-08-08,86
Republican,2017-08-08,191
Democrat,2017-08-09,91
Republican,2017-08-09,155
Democrat,2017-08-10,101
Republican,2017-08-10,184
Democrat,2017-08-11,70
Republican,2017-08-11,138
Democrat,2017-08-12,114
Republican,2017-08-12,109
Democrat,2017-08-13,105
Republican,2017-08-13,61
Democrat,2017-08-14,134
Republican,2017-08-14,154
Democrat,2017-08-15,196
Republican,2017-08-15,170
Democrat,2017-08-16,165
Republican,2017-08-16,161
Democrat,2017-08-17,134
Republican,2017-08-17,192
Democrat,2017-08-18,132
Republican,2017-08-18,159
Democrat,2017-08-19,76
Republican,2017-08-19,68
Democrat,2017-08-20,39
Republican,2017-08-20,32
Democrat,2017-08-21,84
Republican,2017-08-21,206
Democrat,2017-08-22,99
Republican,2017-08-22,212
Democrat,2017-08-23,117
Republican,2017-08-23,195
Democrat,2017-08-24,103
Republican,2017-08-24,213
Democrat,2017-08-25,93
Republican,2017-08-25,159
Democrat,2017-08-26,140
Republican,2017-08-26,75
Democrat,2017-08-27,47
Republican,2017-08-27,57
Democrat,2017-08-28,116
Republican,2017-08-28,192
Democrat,2017-08-29,116
Republican,2017-08-29,200
Democrat,2017-08-30,106
Republican,2017-08-30,202
Democrat,2017-08-31,131
Republican,2017-08-31,195
Democrat,2017-09-01,93
Republican,2017-09-01,173
Democrat,2017-09-02,46
Republican,2017-09-02,103
Democrat,2017-09-03,38
Republican,2017-09-03,81
Democrat,2017-09-04,121
Republican,2017-09-04,90
Democrat,2017-09-05,207
Republican,2017-09-05,153
Democrat,2017-09-06,154
Republican,2017-09-06,223
Democrat,2017-09-07,147
Republican,2017-09-07,270
Democrat,2017-09-08,151
Republican,2017-09-08,243
Democrat,2017-09-09,64
Republican,2017-09-09,98
Democrat,2017-09-10,65
Republican,2017-09-10,59
Democrat,2017-09-11,149
Republican,2017-09-11,281
Democrat,2017-09-12,151
Republican,2017-09-12,227
Democrat,2017-09-13,221
Republican,2017-09-13,274
Democrat,2017-09-14,147
Republican,2017-09-14,270
Democrat,2017-09-15,193
Republican,2017-09-15,222
Democrat,2017-09-16,84
Republican,2017-09-16,70
Democrat,2017-09-17,55
Republican,2017-09-17,63
Democrat,2017-09-18,118
Republican,2017-09-18,206
Democrat,2017-09-19,219
Republican,2017-09-19,209
Democrat,2017-09-20,284
Republican,2017-09-20,256
Democrat,2017-09-21,205
Republican,2017-09-21,203
Democrat,2017-09-22,166
Republican,2017-09-22,169
Democrat,2017-09-23,69
Republican,2017-09-23,81
Democrat,2017-09-24,58
Republican,2017-09-24,66
Democrat,2017-09-25,152
Republican,2017-09-25,173
Democrat,2017-09-26,211
Republican,2017-09-26,249
Democrat,2017-09-27,177
Republican,2017-09-27,306
Democrat,2017-09-28,223
Republican,2017-09-28,335
Democrat,2017-09-29,185
Republican,2017-09-29,188
Democrat,2017-09-30,86
Republican,2017-09-30,93
Democrat,2017-10-01,53
Republican,2017-10-01,52
Democrat,2017-10-02,151
Republican,2017-10-02,231
Democrat,2017-10-03,219
Republican,2017-10-03,295
Democrat,2017-10-04,188
Republican,2017-10-04,260
Democrat,2017-10-05,188
Republican,2017-10-05,251
Democrat,2017-10-06,187
Republican,2017-10-06,177
Democrat,2017-10-07,56
Republican,2017-10-07,59
Democrat,2017-10-08,45
Republican,2017-10-08,25
Democrat,2017-10-09,99
Republican,2017-10-09,86
Democrat,2017-10-10,126
Republican,2017-10-10,182
Democrat,2017-10-11,155
Republican,2017-10-11,203
Democrat,2017-10-12,189
Republican,2017-10-12,261
Democrat,2017-10-13,210
Republican,2017-10-13,220
Democrat,2017-10-14,73
Republican,2017-10-14,58
Democrat,2017-10-15,58
Republican,2017-10-15,35
Democrat,2017-10-16,109
Republican,2017-10-16,149
Democrat,2017-10-17,137
Republican,2017-10-17,226
Democrat,2017-10-18,140
Republican,2017-10-18,213
Democrat,2017-10-19,127
Republican,2017-10-19,207
Democrat,2017-10-20,139
Republican,2017-10-20,177
Democrat,2017-10-21,81
Republican,2017-10-21,53
Democrat,2017-10-22,70
Republican,2017-10-22,47
Democrat,2017-10-23,143
Republican,2017-10-23,143
Democrat,2017-10-24,158
Republican,2017-10-24,217
Democrat,2017-10-25,225
Republican,2017-10-25,276
Democrat,2017-10-26,252
Republican,2017-10-26,278
Democrat,2017-10-27,107
Republican,2017-10-27,205
Democrat,2017-10-28,79
Republican,2017-10-28,78
Democrat,2017-10-29,55
Republican,2017-10-29,39
Democrat,2017-10-30,135
Republican,2017-10-30,167
Democrat,2017-10-31,200
Republican,2017-10-31,256
Democrat,2017-11-01,201
Republican,2017-11-01,279
Democrat,2017-11-02,219
Republican,2017-11-02,354
Democrat,2017-11-03,148
Republican,2017-11-03,230
Democrat,2017-11-04,106
Republican,2017-11-04,71
Democrat,2017-11-05,123
Republican,2017-11-05,69
Democrat,2017-11-06,229
Republican,2017-11-06,208
Democrat,2017-11-07,283
Republican,2017-11-07,235
Democrat,2017-11-08,281
Republican,2017-11-08,266
Democrat,2017-11-09,223
Republican,2017-11-09,240
Democrat,2017-11-10,133
Republican,2017-11-10,188
Democrat,2017-11-11,130
Republican,2017-11-11,240
Democrat,2017-11-12,61
Republican,2017-11-12,42
Democrat,2017-11-13,128
Republican,2017-11-13,174
Democrat,2017-11-14,221
Republican,2017-11-14,279
Democrat,2017-11-15,175
Republican,2017-11-15,277
Democrat,2017-11-16,283
Republican,2017-11-16,349
Democrat,2017-11-17,170
Republican,2017-11-17,179
Democrat,2017-11-18,82
Republican,2017-11-18,64
Democrat,2017-11-19,52
Republican,2017-11-19,43
Democrat,2017-11-20,111
Republican,2017-11-20,159
Democrat,2017-11-21,182
Republican,2017-11-21,173
Democrat,2017-11-22,139
Republican,2017-11-22,111
Democrat,2017-11-23,111
Republican,2017-11-23,187
Democrat,2017-11-24,48
Republican,2017-11-24,74
Democrat,2017-11-25,94
Republican,2017-11-25,75
Democrat,2017-11-26,40
Republican,2017-11-26,23
Democrat,2017-11-27,110
Republican,2017-11-27,116
Democrat,2017-11-28,208
Republican,2017-11-28,196
Democrat,2017-11-29,216
Republican,2017-11-29,239
Democrat,2017-11-30,208
Republican,2017-11-30,231
Democrat,2017-12-01,240
Republican,2017-12-01,223
Democrat,2017-12-02,129
Republican,2017-12-02,103
Democrat,2017-12-03,73
Republican,2017-12-03,53
Democrat,2017-12-04,152
Republican,2017-12-04,145
Democrat,2017-12-05,252
Republican,2017-12-05,249
Democrat,2017-12-06,225
Republican,2017-12-06,281
Democrat,2017-12-07,217
Republican,2017-12-07,316
Democrat,2017-12-08,184
Republican,2017-12-08,155
Democrat,2017-12-09,93
Republican,2017-12-09,44
Democrat,2017-12-10,85
Republican,2017-12-10,39
Democrat,2017-12-11,160
Republican,2017-12-11,117
Democrat,2017-12-12,292
Republican,2017-12-12,287
Democrat,2017-12-13,363
Republican,2017-12-13,259
Democrat,2017-12-14,280
Republican,2017-12-14,148
Democrat,2017-12-15,203
Republican,2017-12-15,160
Democrat,2017-12-16,75
Republican,2017-12-16,71
Democrat,2017-12-17,49
Republican,2017-12-17,36
Democrat,2017-12-18,155
Republican,2017-12-18,157
Democrat,2017-12-19,314
Republican,2017-12-19,305
Democrat,2017-12-20,250
Republican,2017-12-20,340
Democrat,2017-12-21,158
Republican,2017-12-21,222
Democrat,2017-12-22,104
Republican,2017-12-22,197
Democrat,2017-12-23,56
Republican,2017-12-23,70
Democrat,2017-12-24,55
Republican,2017-12-24,54
