party,date,tweet_count
Republican,2015-02-19,93
Democrat,2015-02-20,48
Republican,2015-02-20,72
Democrat,2015-02-21,33
Republican,2015-02-21,45
Democrat,2015-02-22,8
Republican,2015-02-22,35
Democrat,2015-02-23,48
Republican,2015-02-23,78
Democrat,2015-02-24,71
Republican,2015-02-24,159
Democrat,2015-02-25,70
Republican,2015-02-25,137
Democrat,2015-02-26,86
Republican,2015-02-26,153
Democrat,2015-02-27,54
Republican,2015-02-27,104
Democrat,2015-02-28,30
Republican,2015-02-28,55
Democrat,2015-03-01,16
Republican,2015-03-01,32
Democrat,2015-03-02,55
Republican,2015-03-02,87
Democrat,2015-03-03,77
Republican,2015-03-03,234
Democrat,2015-03-04,91
Republican,2015-03-04,175
Democrat,2015-03-05,50
Republican,2015-03-05,48
Democrat,2015-03-06,42
Republican,2015-03-06,94
Democrat,2015-03-07,53
Republican,2015-03-07,45
Democrat,2015-03-08,34
Republican,2015-03-08,39
Democrat,2015-03-09,61
Republican,2015-03-09,68
Democrat,2015-03-10,49
Republican,2015-03-10,138
Democrat,2015-03-11,64
Republican,2015-03-11,117
Democrat,2015-03-12,80
Republican,2015-03-12,118
Democrat,2015-03-13,65
Republican,2015-03-13,88
Democrat,2015-03-14,31
Republican,2015-03-14,55
Democrat,2015-03-15,31
Republican,2015-03-15,17
Democrat,2015-03-16,62
Republican,2015-03-16,101
Democrat,2015-03-17,74
Republican,2015-03-17,134
Democrat,2015-03-18,70
Republican,2015-03-18,185
Democrat,2015-03-19,73
Republican,2015-03-19,103
Democrat,2015-03-20,57
Republican,2015-03-20,94
Democrat,2015-03-21,36
Republican,2015-03-21,41
Democrat,2015-03-22,17
Republican,2015-03-22,25
Democrat,2015-03-23,55
Republican,2015-03-23,119
Democrat,2015-03-24,99
Republican,2015-03-24,129
Democrat,2015-03-25,92
Republican,2015-03-25,143
Democrat,2015-03-26,69
Republican,2015-03-26,145
Democrat,2015-03-27,62
Republican,2015-03-27,117
Democrat,2015-03-28,25
Republican,2015-03-28,52
Democrat,2015-03-29,31
Republican,2015-03-29,31
Democrat,2015-03-30,41
Republican,2015-03-30,89
Democrat,2015-03-31,59
Republican,2015-03-31,92
Democrat,2015-04-01,57
Republican,2015-04-01,96
Democrat,2015-04-02,75
Republican,2015-04-02,108
Democrat,2015-04-03,40
Republican,2015-04-03,85
Democrat,2015-04-04,22
Republican,2015-04-04,31
Democrat,2015-04-05,21
Republican,2015-04-05,64
Democrat,2015-04-06,47
Republican,2015-04-06,71
Democrat,2015-04-07,58
Republican,2015-04-07,92
Democrat,2015-04-08,48
Republican,2015-04-08,109
Democrat,2015-04-09,60
Republican,2015-04-09,117
Democrat,2015-04-10,42
Republican,2015-04-10,94
Democrat,2015-04-11,24
Republican,2015-04-11,32
Democrat,2015-04-12,32
Republican,2015-04-12,26
Democrat,2015-04-13,55
Republican,2015-04-13,71
Democrat,2015-04-14,98
Republican,2015-04-14,129
Democrat,2015-04-15,72
Republican,2015-04-15,197
Democrat,2015-04-16,86
Republican,2015-04-16,148
Democrat,2015-04-17,59
Republican,2015-04-17,97
Democrat,2015-04-18,11
Republican,2015-04-18,37
Democrat,2015-04-19,13
Republican,2015-04-19,18
Democrat,2015-04-20,43
Republican,2015-04-20,110
Democrat,2015-04-21,89
Republican,2015-04-21,113
Democrat,2015-04-22,80
Republican,2015-04-22,124
Democrat,2015-04-23,58
Republican,2015-04-23,127
Democrat,2015-04-24,55
Republican,2015-04-24,94
Democrat,2015-04-25,11
Republican,2015-04-25,22
Democrat,2015-04-26,12
Republican,2015-04-26,16
Democrat,2015-04-27,50
Republican,2015-04-27,91
Democrat,2015-04-28,83
Republican,2015-04-28,121
Democrat,2015-04-29,55
Republican,2015-04-29,158
Democrat,2015-04-30,56
Republican,2015-04-30,134
Democrat,2015-05-01,46
Republican,2015-05-01,142
Democrat,2015-05-02,21
Republican,2015-05-02,31
Democrat,2015-05-03,14
Republican,2015-05-03,29
Democrat,2015-05-04,47
Republican,2015-05-04,106
Democrat,2015-05-05,55
Republican,2015-05-05,143
Democrat,2015-05-06,48
Republican,2015-05-06,144
Democrat,2015-05-07,83
Republican,2015-05-07,175
Democrat,2015-05-08,43
Republican,2015-05-08,138
Democrat,2015-05-09,30
Republican,2015-05-09,67
Democrat,2015-05-10,34
Republican,2015-05-10,54
Democrat,2015-05-11,37
Republican,2015-05-11,104
Democrat,2015-05-12,44
Republican,2015-05-12,137
Democrat,2015-05-13,46
Republican,2015-05-13,187
Democrat,2015-05-14,53
Republican,2015-05-14,134
Democrat,2015-05-15,47
Republican,2015-05-15,107
Democrat,2015-05-16,32
Republican,2015-05-16,61
Democrat,2015-05-17,15
Republican,2015-05-17,29
Democrat,2015-05-18,54
Republican,2015-05-18,131
Democrat,2015-05-19,74
Republican,2015-05-19,131
Democrat,2015-05-20,68
Republican,2015-05-20,144
Democrat,2015-05-21,50
Republican,2015-05-21,129
Democrat,2015-05-22,45
Republican,2015-05-22,98
Democrat,2015-05-23,16
Republican,2015-05-23,38
Democrat,2015-05-24,8
Republican,2015-05-24,22
Democrat,2015-05-25,48
Republican,2015-05-25,138
Democrat,2015-05-26,101
Republican,2015-05-26,95
Democrat,2015-05-27,40
Republican,2015-05-27,138
Democrat,2015-05-28,48
Republican,2015-05-28,113
Democrat,2015-05-29,68
Republican,2015-05-29,95
Democrat,2015-05-30,21
Republican,2015-05-30,44
Democrat,2015-05-31,33
Republican,2015-05-31,46
Democrat,2015-06-01,47
Republican,2015-06-01,109
Democrat,2015-06-02,54
Republican,2015-06-02,143
Democrat,2015-06-03,65
Republican,2015-06-03,136
Democrat,2015-06-04,60
Republican,2015-06-04,127
Democrat,2015-06-05,60
Republican,2015-06-05,84
Democrat,2015-06-06,21
Republican,2015-06-06,86
Democrat,2015-06-07,20
Republican,2015-06-07,26
Democrat,2015-06-08,46
Republican,2015-06-08,103
Democrat,2015-06-09,56
Republican,2015-06-09,146
Democrat,2015-06-10,123
Republican,2015-06-10,131
Democrat,2015-06-11,58
Republican,2015-06-11,148
Democrat,2015-06-12,70
Republican,2015-06-12,111
Democrat,2015-06-13,37
Republican,2015-06-13,42
Democrat,2015-06-14,26
Republican,2015-06-14,71
Democrat,2015-06-15,61
Republican,2015-06-15,111
Democrat,2015-06-16,56
Republican,2015-06-16,113
Democrat,2015-06-17,69
Republican,2015-06-17,150
Democrat,2015-06-18,76
Republican,2015-06-18,153
Democrat,2015-06-19,45
Republican,2015-06-19,101
Democrat,2015-06-20,28
Republican,2015-06-20,33
Democrat,2015-06-21,22
Republican,2015-06-21,63
Democrat,2015-06-22,42
Republican,2015-06-22,93
Democrat,2015-06-23,57
Republican,2015-06-23,136
Democrat,2015-06-24,79
Republican,2015-06-24,195
Democrat,2015-06-25,103
Republican,2015-06-25,230
Democrat,2015-06-26,96
Republican,2015-06-26,113
Democrat,2015-06-27,33
Republican,2015-06-27,47
Democrat,2015-06-28,25
Republican,2015-06-28,18
Democrat,2015-06-29,46
Republican,2015-06-29,98
Democrat,2015-06-30,66
Republican,2015-06-30,84
Democrat,2015-07-01,34
Republican,2015-07-01,102
Democrat,2015-07-02,81
Republican,2015-07-02,107
Democrat,2015-07-03,29
Republican,2015-07-03,50
Democrat,2015-07-04,62
Republican,2015-07-04,162
Democrat,2015-07-05,19
Republican,2015-07-05,43
Democrat,2015-07-06,52
Republican,2015-07-06,105
Democrat,2015-07-07,61
Republican,2015-07-07,98
Democrat,2015-07-08,74
Republican,2015-07-08,169
Democrat,2015-07-09,90
Republican,2015-07-09,178
Democrat,2015-07-10,74
Republican,2015-07-10,157
Democrat,2015-07-11,19
Republican,2015-07-11,30
Democrat,2015-07-12,21
Republican,2015-07-12,28
Democrat,2015-07-13,61
Republican,2015-07-13,98
Democrat,2015-07-14,103
Republican,2015-07-14,231
Democrat,2015-07-15,71
Republican,2015-07-15,180
Democrat,2015-07-16,80
Republican,2015-07-16,191
Democrat,2015-07-17,73
Republican,2015-07-17,111
Democrat,2015-07-18,23
Republican,2015-07-18,56
Democrat,2015-07-19,10
Republican,2015-07-19,42
Democrat,2015-07-20,62
Republican,2015-07-20,124
Democrat,2015-07-21,49
Republican,2015-07-21,158
Democrat,2015-07-22,68
Republican,2015-07-22,176
Democrat,2015-07-23,93
Republican,2015-07-23,153
Democrat,2015-07-24,45
Republican,2015-07-24,123
Democrat,2015-07-25,18
Republican,2015-07-25,56
Democrat,2015-07-26,14
Republican,2015-07-26,46
Democrat,2015-07-27,52
Republican,2015-07-27,112
Democrat,2015-07-28,57
Republican,2015-07-28,153
Democrat,2015-07-29,55
Republican,2015-07-29,175
Democrat,2015-07-30,102
Republican,2015-07-30,145
Democrat,2015-07-31,56
Republican,2015-07-31,106
Democrat,2015-08-01,4
Republican,2015-08-01,52
Democrat,2015-08-02,16
Republican,2015-08-02,29
Democrat,2015-08-03,57
Republican,2015-08-03,119
Democrat,2015-08-04,87
Republican,2015-08-04,141
Democrat,2015-08-05,75
Republican,2015-08-05,114
Democrat,2015-08-06,80
Republican,2015-08-06,131
Democrat,2015-08-07,68
Republican,2015-08-07,148
Democrat,2015-08-08,16
Republican,2015-08-08,47
Democrat,2015-08-09,33
Republican,2015-08-09,29
Democrat,2015-08-10,41
Republican,2015-08-10,76
Democrat,2015-08-11,68
Republican,2015-08-11,100
Democrat,2015-08-12,43
Republican,2015-08-12,82
Democrat,2015-08-13,40
Republican,2015-08-13,106
Democrat,2015-08-14,80
Republican,2015-08-14,125
Democrat,2015-08-15,28
Republican,2015-08-15,53
Democrat,2015-08-16,20
Republican,2015-08-16,23
Democrat,2015-08-17,58
Republican,2015-08-17,109
Democrat,2015-08-18,48
Republican,2015-08-18,102
Democrat,2015-08-19,47
Republican,2015-08-19,114
Democrat,2015-08-20,45
Republican,2015-08-20,117
Democrat,2015-08-21,57
Republican,2015-08-21,102
Democrat,2015-08-22,25
Republican,2015-08-22,41
Democrat,2015-08-23,18
Republican,2015-08-23,24
Democrat,2015-08-24,47
Republican,2015-08-24,120
Democrat,2015-08-25,81
Republican,2015-08-25,116
Democrat,2015-08-26,83
Republican,2015-08-26,146
Democrat,2015-08-27,48
Republican,2015-08-27,133
Democrat,2015-08-28,47
Republican,2015-08-28,130
Democrat,2015-08-29,40
Republican,2015-08-29,87
Democrat,2015-08-30,9
Republican,2015-08-30,39
Democrat,2015-08-31,44
Republican,2015-08-31,134
Democrat,2015-09-01,55
Republican,2015-09-01,113
Democrat,2015-09-02,61
Republican,2015-09-02,123
Democrat,2015-09-03,39
Republican,2015-09-03,133
Democrat,2015-09-04,25
Republican,2015-09-04,111
Democrat,2015-09-05,14
Republican,2015-09-05,75
Democrat,2015-09-06,14
Republican,2015-09-06,34
Democrat,2015-09-07,73
Republican,2015-09-07,74
Democrat,2015-09-08,72
Republican,2015-09-08,120
Democrat,2015-09-09,61
Republican,2015-09-09,136
Democrat,2015-09-10,112
Republican,2015-09-10,199
Democrat,2015-09-11,90
Republican,2015-09-11,258
Democrat,2015-09-12,47
Republican,2015-09-12,72
Democrat,2015-09-13,32
Republican,2015-09-13,50
Democrat,2015-09-14,57
Republican,2015-09-14,118
Democrat,2015-09-15,72
Republican,2015-09-15,126
Democrat,2015-09-16,75
Republican,2015-09-16,139
Democrat,2015-09-17,115
Republican,2015-09-17,235
Democrat,2015-09-18,121
Republican,2015-09-18,198
Democrat,2015-09-19,80
Republican,2015-09-19,47
Democrat,2015-09-20,20
Republican,2015-09-20,25
Democrat,2015-09-21,77
Republican,2015-09-21,102
Democrat,2015-09-22,97
Republican,2015-09-22,183
Democrat,2015-09-23,65
Republican,2015-09-23,135
Democrat,2015-09-24,73
Republican,2015-09-24,204
Democrat,2015-09-25,69
Republican,2015-09-25,120
Democrat,2015-09-26,36
Republican,2015-09-26,46
Democrat,2015-09-27,24
Republican,2015-09-27,40
Democrat,2015-09-28,64
Republican,2015-09-28,101
Democrat,2015-09-29,90
Republican,2015-09-29,157
Democrat,2015-09-30,70
Republican,2015-09-30,166
Democrat,2015-10-01,93
Republican,2015-10-01,181
Democrat,2015-10-02,67
Republican,2015-10-02,125
Democrat,2015-10-03,25
Republican,2015-10-03,42
Democrat,2015-10-04,18
Republican,2015-10-04,41
Democrat,2015-10-05,62
Republican,2015-10-05,193
Democrat,2015-10-06,72
Republican,2015-10-06,125
Democrat,2015-10-07,68
Republican,2015-10-07,152
Democrat,2015-10-08,93
Republican,2015-10-08,171
Democrat,2015-10-09,64
Republican,2015-10-09,144
Democrat,2015-10-10,26
Republican,2015-10-10,70
Democrat,2015-10-11,26
Republican,2015-10-11,33
Democrat,2015-10-12,22
Republican,2015-10-12,67
Democrat,2015-10-13,51
Republican,2015-10-13,130
Democrat,2015-10-14,116
Republican,2015-10-14,190
Democrat,2015-10-15,115
Republican,2015-10-15,146
Democrat,2015-10-16,70
Republican,2015-10-16,170
Democrat,2015-10-17,34
Republican,2015-10-17,76
Democrat,2015-10-18,21
Republican,2015-10-18,42
Democrat,2015-10-19,57
Republican,2015-10-19,135
Democrat,2015-10-20,48
Republican,2015-10-20,173
Democrat,2015-10-21,86
Republican,2015-10-21,216
Democrat,2015-10-22,98
Republican,2015-10-22,261
Democrat,2015-10-23,92
Republican,2015-10-23,202
Democrat,2015-10-24,29
Republican,2015-10-24,115
Democrat,2015-10-25,13
Republican,2015-10-25,29
Democrat,2015-10-26,71
Republican,2015-10-26,94
Democrat,2015-10-27,97
Republican,2015-10-27,164
Democrat,2015-10-28,86
Republican,2015-10-28,186
Democrat,2015-10-29,104
Republican,2015-10-29,222
Democrat,2015-10-30,89
Republican,2015-10-30,140
Democrat,2015-10-31,23
Republican,2015-10-31,59
Democrat,2015-11-01,22
Republican,2015-11-01,26
Democrat,2015-11-02,48
Republican,2015-11-02,141
Democrat,2015-11-03,105
Republican,2015-11-03,229
Democrat,2015-11-04,135
Republican,2015-11-04,186
Democrat,2015-11-05,67
Republican,2015-11-05,165
Democrat,2015-11-06,65
Republican,2015-11-06,224
Democrat,2015-11-07,31
Republican,2015-11-07,70
Democrat,2015-11-08,13
Republican,2015-11-08,39
Democrat,2015-11-09,64
Republican,2015-11-09,119
Democrat,2015-11-10,81
Republican,2015-11-10,203
Democrat,2015-11-11,96
Republican,2015-11-11,322
Democrat,2015-11-12,49
Republican,2015-11-12,124
Democrat,2015-11-13,75
Republican,2015-11-13,155
Democrat,2015-11-14,46
Republican,2015-11-14,134
Democrat,2015-11-15,32
Republican,2015-11-15,69
Democrat,2015-11-16,54
Republican,2015-11-16,169
Democrat,2015-11-17,108
Republican,2015-11-17,203
Democrat,2015-11-18,89
Republican,2015-11-18,196
Democrat,2015-11-19,81
Republican,2015-11-19,225
Democrat,2015-11-20,85
Republican,2015-11-20,180
Democrat,2015-11-21,35
Republican,2015-11-21,102
Democrat,2015-11-22,16
Republican,2015-11-22,45
Democrat,2015-11-23,49
Republican,2015-11-23,85
Democrat,2015-11-24,51
Republican,2015-11-24,103
Democrat,2015-11-25,34
Republican,2015-11-25,78
Democrat,2015-11-26,37
Republican,2015-11-26,146
Democrat,2015-11-27,12
Republican,2015-11-27,38
Democrat,2015-11-28,19
Republican,2015-11-28,68
Democrat,2015-11-29,20
Republican,2015-11-29,35
Democrat,2015-11-30,41
Republican,2015-11-30,86
Democrat,2015-12-01,92
Republican,2015-12-01,148
Democrat,2015-12-02,93
Republican,2015-12-02,188
Democrat,2015-12-03,85
Republican,2015-12-03,190
Democrat,2015-12-04,72
Republican,2015-12-04,202
Democrat,2015-12-05,30
Republican,2015-12-05,42
Democrat,2015-12-06,31
Republican,2015-12-06,53
Democrat,2015-12-07,76
Republican,2015-12-07,193
Democrat,2015-12-08,89
Republican,2015-12-08,164
Democrat,2015-12-09,94
Republican,2015-12-09,200
Democrat,2015-12-10,75
Republican,2015-12-10,156
Democrat,2015-12-11,53
Republican,2015-12-11,117
Democrat,2015-12-12,30
Republican,2015-12-12,66
Democrat,2015-12-13,12
Republican,2015-12-13,54
Democrat,2015-12-14,40
Republican,2015-12-14,97
Democrat,2015-12-15,62
Republican,2015-12-15,132
Democrat,2015-12-16,61
Republican,2015-12-16,202
Democrat,2015-12-17,44
Republican,2015-12-17,161
Democrat,2015-12-18,51
Republican,2015-12-18,162
Democrat,2015-12-19,20
Republican,2015-12-19,45
Democrat,2015-12-20,31
Republican,2015-12-20,37
Democrat,2015-12-21,26
Republican,2015-12-21,72
Democrat,2015-12-22,31
Republican,2015-12-22,97
Democrat,2015-12-23,42
Republican,2015-12-23,61
Democrat,2015-12-24,51
Republican,2015-12-24,88
Democrat,2015-12-25,24
Republican,2015-12-25,85
Democrat,2015-12-26,12
Republican,2015-12-26,21
Democrat,2015-12-27,7
Republican,2015-12-27,21
Democrat,2015-12-28,17
Republican,2015-12-28,57
Democrat,2015-12-29,20
Republican,2015-12-29,46
Democrat,2015-12-30,24
Republican,2015-12-30,78
Democrat,2015-12-31,28
Republican,2015-12-31,69
Democrat,2016-01-01,28
Republican,2016-01-01,96
Democrat,2016-01-02,12
Republican,2016-01-02,26
Democrat,2016-01-03,8
Republican,2016-01-03,18
Democrat,2016-01-04,41
Republican,2016-01-04,95
Democrat,2016-01-05,70
Republican,2016-01-05,184
Democrat,2016-01-06,60
Republican,2016-01-06,193
Democrat,2016-01-07,49
Republican,2016-01-07,172
Democrat,2016-01-08,73
Republican,2016-01-08,147
Democrat,2016-01-09,15
Republican,2016-01-09,52
Democrat,2016-01-10,24
Republican,2016-01-10,31
Democrat,2016-01-11,48
Republican,2016-01-11,121
Democrat,2016-01-12,107
Republican,2016-01-12,246
Democrat,2016-01-13,197
Republican,2016-01-13,530
Democrat,2016-01-14,39
Republican,2016-01-14,140
Democrat,2016-01-15,66
Republican,2016-01-15,183
Democrat,2016-01-16,25
Republican,2016-01-16,93
Democrat,2016-01-17,34
Republican,2016-01-17,57
Democrat,2016-01-18,85
Republican,2016-01-18,122
Democrat,2016-01-19,58
Republican,2016-01-19,138
Democrat,2016-01-20,60
Republican,2016-01-20,258
Democrat,2016-01-21,82
Republican,2016-01-21,181
Democrat,2016-01-22,92
Republican,2016-01-22,181
Democrat,2016-01-23,34
Republican,2016-01-23,70
Democrat,2016-01-24,10
Republican,2016-01-24,39
Democrat,2016-01-25,35
Republican,2016-01-25,86
Democrat,2016-01-26,59
Republican,2016-01-26,150
Democrat,2016-01-27,64
Republican,2016-01-27,182
Democrat,2016-01-28,69
Republican,2016-01-28,198
Democrat,2016-01-29,89
Republican,2016-01-29,270
Democrat,2016-01-30,41
Republican,2016-01-30,85
Democrat,2016-01-31,38
Republican,2016-01-31,71
Democrat,2016-02-01,71
Republican,2016-02-01,191
Democrat,2016-02-02,103
Republican,2016-02-02,234
Democrat,2016-02-03,98
Republican,2016-02-03,249
Democrat,2016-02-04,130
Republican,2016-02-04,227
Democrat,2016-02-05,115
Republican,2016-02-05,193
Democrat,2016-02-06,70
Republican,2016-02-06,85
Democrat,2016-02-07,53
Republican,2016-02-07,161
Democrat,2016-02-08,71
Republican,2016-02-08,146
Democrat,2016-02-09,121
Republican,2016-02-09,276
Democrat,2016-02-10,83
Republican,2016-02-10,262
Democrat,2016-02-11,118
Republican,2016-02-11,211
Democrat,2016-02-12,101
Republican,2016-02-12,182
Democrat,2016-02-13,43
Republican,2016-02-13,136
Democrat,2016-02-14,39
Republican,2016-02-14,116
Democrat,2016-02-15,40
Republican,2016-02-15,128
Democrat,2016-02-16,92
Republican,2016-02-16,210
Democrat,2016-02-17,67
Republican,2016-02-17,171
Democrat,2016-02-18,92
Republican,2016-02-18,186
Democrat,2016-02-19,88
Republican,2016-02-19,185
Democrat,2016-02-20,54
Republican,2016-02-20,123
Democrat,2016-02-21,46
Republican,2016-02-21,74
Democrat,2016-02-22,65
Republican,2016-02-22,178
Democrat,2016-02-23,99
Republican,2016-02-23,338
Democrat,2016-02-24,105
Republican,2016-02-24,273
Democrat,2016-02-25,103
Republican,2016-02-25,259
Democrat,2016-02-26,92
Republican,2016-02-26,242
Democrat,2016-02-27,37
Republican,2016-02-27,97
Democrat,2016-02-28,50
Republican,2016-02-28,75
Democrat,2016-02-29,65
Republican,2016-02-29,185
Democrat,2016-03-01,109
Republican,2016-03-01,328
Democrat,2016-03-02,113
Republican,2016-03-02,246
Democrat,2016-03-03,88
Republican,2016-03-03,263
Democrat,2016-03-04,84
Republican,2016-03-04,199
Democrat,2016-03-05,49
Republican,2016-03-05,71
Democrat,2016-03-06,47
Republican,2016-03-06,138
Democrat,2016-03-07,92
Republican,2016-03-07,177
Democrat,2016-03-08,137
Republican,2016-03-08,226
Democrat,2016-03-09,89
Republican,2016-03-09,207
Democrat,2016-03-10,100
Republican,2016-03-10,228
Democrat,2016-03-11,103
Republican,2016-03-11,190
Democrat,2016-03-12,75
Republican,2016-03-12,100
Democrat,2016-03-13,53
Republican,2016-03-13,72
Democrat,2016-03-14,102
Republican,2016-03-14,200
Democrat,2016-03-15,117
Republican,2016-03-15,324
Democrat,2016-03-16,173
Republican,2016-03-16,273
Democrat,2016-03-17,134
Republican,2016-03-17,232
Democrat,2016-03-18,106
Republican,2016-03-18,177
Democrat,2016-03-19,55
Republican,2016-03-19,78
Democrat,2016-03-20,39
Republican,2016-03-20,55
Democrat,2016-03-21,95
Republican,2016-03-21,147
Democrat,2016-03-22,128
Republican,2016-03-22,298
Democrat,2016-03-23,157
Republican,2016-03-23,212
Democrat,2016-03-24,55
Republican,2016-03-24,169
Democrat,2016-03-25,93
Republican,2016-03-25,147
Democrat,2016-03-26,41
Republican,2016-03-26,51
Democrat,2016-03-27,34
Republican,2016-03-27,118
Democrat,2016-03-28,70
Republican,2016-03-28,172
Democrat,2016-03-29,91
Republican,2016-03-29,201
Democrat,2016-03-30,125
Republican,2016-03-30,182
Democrat,2016-03-31,124
Republican,2016-03-31,188
Democrat,2016-04-01,106
Republican,2016-04-01,170
Democrat,2016-04-02,54
Republican,2016-04-02,84
